Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Längd
atomic-bent,,,,,,,,Längd,184 cm,,,,,atomic-bent-90-2526-184,2000,shopify,3,deny,manual,6500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,1,184cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,kg,,,active,184 cm
atomic-backland-sl,Atomic Backland 89 SL 24/25,"<p>Ultralätta Atomic Backland 89 SL väger endast 1220 gram i 176 cm och är byggd för långa turer med fokus på fin åkning utför. Backland 89:an är förvånansvärt stabil och kraftfull utför och det mycket tack vare lätta karbonförstärkningen som löper längs hela skidans längd och ger karuba/poppel kärnan full support på både hårt och mjukt underlag. Lägg därtill ett dynamiskt lager glasfiber och en sidewall som ger både kraftöverföring och hållbarhet. Atomic Backland 89 SL har en lätt allmountain rocker i toppen, normalt spann under foten och en platt bakända för att göra den så lättmanövrerad som möjligt när terrängen kräver det samt så mycket trygghet som möjligt när det är brant och isigt. Backland 89 SL bör kombineras med en lätt tech bindning.</p>",atomic,Topptursskidor,Skis,"Topptursskidor, unisex, Skiing, Alpine",True,Längd,169 cm,,,,,atomic-backland-89-sl-2425-169,2000,shopify,1,deny,manual,7500,5950.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_160.jpg,1,Atomic Backland 89 SL 24/25 169cm - Product 155,False,Atomic Backland 89 SL 24/25 169cm - atomic | Premium Alpine Skis,Buy Atomic Backland 89 SL 24/25 by atomic. High-quality alpine skis perfect for topptursskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-backland-89-sl-2425-169;176;183,atomic Skis,"Topptursskidor, unisex",new,False,atomic,Topptursskidor,unisex,169;176;183,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_160.jpg,kg,,,active,169 cm
atomic-backland-sl,,,,,,,,Längd,176 cm,,,,,atomic-backland-89-sl-2425-176,2000,shopify,80,deny,manual,7500,5950.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_160.jpg,1,176cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_160.jpg,kg,,,active,176 cm
atomic-backland-sl,,,,,,,,Längd,183 cm,,,,,atomic-backland-89-sl-2425-183,2000,shopify,62,deny,manual,7500,5950.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_160.jpg,1,183cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_160.jpg,kg,,,active,183 cm
atomic-backland,Atomic Backland 109 24/25,"<p>För den som älskar att åka skidor i utmanande offpistmiljöer och i backcountry, är Atomic Backland 109 24/25 ett utmärkt val. Dessa skidor hanterar allt från djup puder till krävande uppförsbackar. Den lätta men hållbara konstruktionen, med en midjevidd på 109 mm, erbjuder optimal prestanda och effektivitet vid turer.

Med en sammansättning som består av en Ultra Light Woodcore med poppel och karuba, samt en hel askinläggning under bindningen, är dessa skidor utformade för att balansera viktminskning med hållbarhet. FreeTour-profilen och Powder Rocker-designen, som har en uttalad tip och tail samt en HRZN 3D-tip, framhäver både flyt och manövrerbarhet i puder.

Atomic Backland 109 24/25 har ett flexmönster som varierar i hela skidan för att skapa en harmonisk och livlig åkupplevelse. I tipsen ligger flexen på 5.5, medan den vid skovlarna sträcker sig mellan 6 och 7.5. Framför tåstycket är den mellan 7.5 och 9.5, under foten 9.5, och bakom hälstycket 9.5–9. I tailen är flexen 8.5–7.

Tack vare HRZN 3D-tipen får skidorna överlägset flyt i djup snö. Powder Rocker-designen bidrar till lekfull manövrerbarhet i puder, sly och blandat snöunderlag. Det ökade träinnehållet och minskade metallhalten ger dessutom extra energi och pop under åkningen.

Med sin hållbara konstruktion använder skidorna råmaterial med lägre kolhalt, vilket reducerar miljöavfall och minskar CO2-ekvivalenta utsläpp med 26%. Atomic Backland 109 24/25 bemästrar både djupt puder och variabla förhållanden, kan hantera hopp, träd och olika svängformer med säkerhet, och erbjuder en jämn balans mellan stabilitet och kontroll.

Testare har berömt skidorna för deras prestanda på snö, vilket ger en säker och njutbar åkupplevelse oavsett förhållanden. Modellen passar de skidåkare som värdesätter både energisparande turmöjligheter och nedfartsnöje. För dem som prioriterar mångsidighet och effektivitet utan att äventyra prestanda i olika snöförhållanden, är Atomic Backland 109 24/25 det perfekta valet.</p>",atomic,Topptursskidor,Skis,"Topptursskidor, unisex, Skiing, Alpine",True,Längd,176 cm,,,,,atomic-backland-109-2425-176,2000,shopify,17,deny,manual,8500,5600.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_123.jpg,1,Atomic Backland 109 24/25 176cm - Product 156,False,Atomic Backland 109 24/25 176cm - atomic | Premium Alpine Skis,Buy Atomic Backland 109 24/25 by atomic. High-quality alpine skis perfect for topptursskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-backland-109-2425-176;184;189,atomic Skis,"Topptursskidor, unisex",new,False,atomic,Topptursskidor,unisex,176;184;189,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_123.jpg,kg,,,active,176 cm
atomic-backland,,,,,,,,Längd,184 cm,,,,,atomic-backland-109-2425-184,2000,shopify,45,deny,manual,8500,5600.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_123.jpg,1,184cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_123.jpg,kg,,,active,184 cm
atomic-backland,,,,,,,,Längd,189 cm,,,,,atomic-backland-109-2425-189,2000,shopify,80,deny,manual,8500,5600.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_123.jpg,1,189cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_123.jpg,kg,,,active,189 cm
armada-stranger,Armada Stranger 24/25,"<p>Armada Stranger 24/25 är designad för den moderna skidåkaren som söker en mångsidig och pålitlig skida. Skidan kombinerar innovativ teknologi med högkvalitativa material för att säkerställa både hållbarhet och prestanda på alla typer av underlag.

Med en avancerad kärnkonstruktion som erbjuder optimal kraftöverföring och stabilitet, säkerställer Stranger att du kan åka med självförtroende och kontroll, även under de mest krävande förhållanden. Tack vare sin unika profil, som balanserar flyt och grepp, blir varje skidupplevelse både dynamisk och smidig.

Avancerade materialval, inklusive hållbara laminat och förstärkningar på strategiska platser, bidrar till skidans långvariga hållbarhet och responsiva känsla. Skidans design och konstruktion är noggrant avvägda för att ge bästa möjliga kraftöverföring, samtidigt som de minskar vibrationer för en jämnare åkning.

Med Armada Stranger 24/25 kan du lita på exceptionell prestanda och komfort i varje sväng, vilket gör den till ett oumbärligt val för entusiastiska skidåkare som kräver det bästa av sin utrustning. Välj Stranger och upplev vintersport på ett helt nytt sätt.</p>",armada,Allmountainskidor,Skis,"Allmountainskidor, Unisex, Skiing, Alpine",True,Längd,172 cm,,,,,armada-stranger-2425-172,2000,shopify,0,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_119.jpg,1,Armada Stranger 24/25 172cm - Product 159,False,Armada Stranger 24/25 172cm - armada | Premium Alpine Skis,Buy Armada Stranger 24/25 by armada. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,armada-stranger-2425-172;180,armada Skis,"Allmountainskidor, Unisex",new,False,armada,Allmountainskidor,Unisex,172;180,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_119.jpg,kg,,,active,172 cm
armada-stranger,,,,,,,,Längd,180 cm,,,,,armada-stranger-2425-180,2000,shopify,58,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_119.jpg,1,180cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_119.jpg,kg,,,active,180 cm
armada-reliance-ti,Armada Reliance 82 Ti 24/25,"<p>Armada Reliance 82 Ti är en slalomskida för åkare som älskar att carva med kraft och kontroll. Med en 82 mm midja ger den snabb kant-till-kant-övergång och stabilitet i hög fart.



Egenskaper


Articulated Titanal Banding – Titanalförstärkning för bättre dämpning och stabilitet.

Poplar Core – Poppelträ ger en lätt och responsiv känsla.

EST All-Mountain Rocker – Rocker i tip och tail för smidig åkning i varierande underlag.



Teknisk specifikation


Midja: 82 mm

Radie: 15,4 m (vid 166 cm längd)

Längder: 150 cm, 158 cm, 166 cm, 174 cm



Reliance 82 Ti är det perfekta valet för piståkare som söker en stabil och responsiv skida för fartfylld carving.
</p>",armada,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,158 cm,,,,,armada-reliance-82-ti-2425-158,2000,shopify,42,deny,manual,8799,5279.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg,1,Armada Reliance 82 Ti 24/25 158cm - Product 160,False,Armada Reliance 82 Ti 24/25 158cm - armada | Premium Alpine Skis,Buy Armada Reliance 82 Ti 24/25 by armada. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,armada-reliance-82-ti-2425-158;166;174,armada Skis,"allmountainskidor, unisex",new,False,armada,allmountainskidor,unisex,158;166;174,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg,kg,,,active,158 cm
armada-reliance-ti,,,,,,,,Längd,166 cm,,,,,armada-reliance-82-ti-2425-166,2000,shopify,0,deny,manual,8799,5279.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg,1,166cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg,kg,,,active,166 cm
armada-reliance-ti,,,,,,,,Längd,174 cm,,,,,armada-reliance-82-ti-2425-174,2000,shopify,39,deny,manual,8799,5279.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg,1,174cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg,kg,,,active,174 cm
armada-reliance-c-em10,Armada Reliance 82 C + EM10 24/25,"<p>Armada Reliance 82 C + EM10 24/25 – Lätt och Livlig Pistskida

Armada Reliance 82 C är en lätt och responsiv pistskida med 82 mm midja. Perfekt för åkare som vill ha snabba svängar och bra kontroll i preparerade backar.



Egenskaper


Woven Carbon Stringers – Kolfiberförstärkningar ger extra pop och livlighet.

Caruba Core – Lätt träkärna för smidig och enkel hantering.

EST All-Mountain Rocker – Rocker i tip och tail för bra flyt och grepp.

EM10 Bindningar – Säker och pålitlig bindning, kompatibel med GripWalk.



Teknisk specifikation


Midja: 82 mm

Radie: 15,4 m (vid 166 cm längd)

Längder: 150 cm, 158 cm, 166 cm, 174 cm



Reliance 82 C + EM10 är ett perfekt val för åkare som söker en lätt, responsiv och stabil pistskida.
</p>",armada,allmountainskidor,Skis,"allmountainskidor, dam, Skiing, Alpine",True,Längd,150 cm,,,,,armada-reliance-82-c-em10-2425-150,2000,shopify,0,deny,manual,7599,4559.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg,1,Armada Reliance 82 C + EM10 24/25 150cm - Product 161,False,Armada Reliance 82 C + EM10 24/25 150cm - armada | Premium Alpine Skis,Buy Armada Reliance 82 C + EM10 24/25 by armada. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,dam,adult,armada-reliance-82-c-em10-2425-150;158;166,armada Skis,"allmountainskidor, dam",new,False,armada,allmountainskidor,dam,150;158;166,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg,kg,,,active,150 cm
armada-reliance-c-em10,,,,,,,,Längd,158 cm,,,,,armada-reliance-82-c-em10-2425-158,2000,shopify,87,deny,manual,7599,4559.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg,1,158cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg,kg,,,active,158 cm
armada-reliance-c-em10,,,,,,,,Längd,166 cm,,,,,armada-reliance-82-c-em10-2425-166,2000,shopify,68,deny,manual,7599,4559.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg,1,166cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg,kg,,,active,166 cm
armada-locator,Armada Locator 104 23/24,"<p>Den perfekta skidan för riktig backcountry är den som är redo för allt och aldrig kommer att svika dig om förhållandena är alla ok, episka eller något däremellan. Det låter mycket som Armada Locator 104.

Har du en flerdagars hyttetur inplanerad? Den lätta konstruktionen håller dig i gång på stighudarna. Ordentlig rocker fram och en något lägre bakända låter dig peka den nedför fallinjen eller kasta den i sidled i bottenlöst puder.

När du behöver en skida med fokus på mycket snö och som kan gör allt övrigt med förutsägbar prestanda, då är Armada Locator 104 är redo.</p>",armada,Topptursskidor,Skis,"Topptursskidor, unisex, Skiing, Alpine",True,Längd,170 cm,,,,,armada-locator-104-2324-170,2000,shopify,87,deny,manual,8499,4250.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,1,Armada Locator 104 23/24 170cm - Product 162,False,Armada Locator 104 23/24 170cm - armada | Premium Alpine Skis,Buy Armada Locator 104 23/24 by armada. High-quality alpine skis perfect for topptursskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,armada-locator-104-2324-170;178;186;162,armada Skis,"Topptursskidor, unisex",new,False,armada,Topptursskidor,unisex,170;178;186;162,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,kg,,,active,170 cm
armada-locator,,,,,,,,Längd,178 cm,,,,,armada-locator-104-2324-178,2000,shopify,68,deny,manual,8499,4250.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,1,178cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,kg,,,active,178 cm
armada-locator,,,,,,,,Längd,186 cm,,,,,armada-locator-104-2324-186,2000,shopify,61,deny,manual,8499,4250.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,1,186cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,kg,,,active,186 cm
armada-locator,,,,,,,,Längd,162 cm,,,,,armada-locator-104-2324-162,2000,shopify,33,deny,manual,8499,4250.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,1,162cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_161.jpg,kg,,,active,162 cm
armada-edollo,Armada Edollo 24/25,"<p>När du letar efter innovation och stil i skidbacken i vinter, kommer Armada Edollo 24/25 att imponera med både sin banbrytande teknologi och unika design.



Dessa skidor, som har utvecklats med hjälp av proffsåkaren Henrik Harlauts passion och skicklighet, erbjuder överlägsen åkkomfort och hållbarhet under tuffa förhållanden. Modellen, som riktar sig till park- och freestyleåkare, är särskilt utformad för att hantera alla typer av tricks och stunts.



Med en kärna av poppel och ask, som optimerar balans och flexibilitet, levererar Armada Edollo 24/25 en dynamisk åkupplevelse och ger dig full kontroll både i luften och på marken. Den progressiva flexen gör skidan lättmanövrerad och bidrar också till skonsammare landningar, vilket gör den idealisk för tekniska åkare.



Med en AR Freestyle Rocker-profil, som kombinerar camber under foten för bra kantgrepp och en rocker i spets och bakände för enkelhet i svängar och tricks, erbjuder denna skida mångsidighet och respons. Den robusta konstruktionen gör att den klarar intensiva påfrestningar och minimerar risken för skador.



EDOLLO är byggd för legenden som revolutionerade freestyle-skidåkningen. Det är en park slayer designad för maximal nose-pressability framtill med full camber under foten och genom tailen. Den är unik i sitt slag, precis som Henrik.



Oavsett om du är en erfaren tävlingsåkare eller en entusiastisk amatör som söker en pålitlig och rolig åkupplevelse, kommer Armada Edollo 24/25 att uppfylla dina förväntningar och höja ditt skidåkande till nya nivåer.</p>",armada,parkskidor,Skis,"parkskidor, unisex, Skiing, Alpine",True,Längd,164 cm,,,,,armada-edollo-2425-164,2000,shopify,24,deny,manual,7499,5249.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,1,Armada Edollo 24/25 164cm - Product 163,False,Armada Edollo 24/25 164cm - armada | Premium Alpine Skis,Buy Armada Edollo 24/25 by armada. High-quality alpine skis perfect for parkskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,armada-edollo-2425-164;172;180,armada Skis,"parkskidor, unisex",new,False,armada,parkskidor,unisex,164;172;180,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,kg,,,active,164 cm
armada-edollo,,,,,,,,Längd,172 cm,,,,,armada-edollo-2425-172,2000,shopify,61,deny,manual,7499,5249.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,1,172cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,kg,,,active,172 cm
armada-edollo,,,,,,,,Längd,180 cm,,,,,armada-edollo-2425-180,2000,shopify,51,deny,manual,7499,5249.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,1,180cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_057.png,kg,,,active,180 cm
armada-declivity-x,"Armada Declivity X 108 24/25
","<p>Armada Declivity X 108 24/25 är designad för att leverera exceptionell prestanda i offpist och freeride. Skidan är tillverkad för alpin vintersport och kombinerar lättvikt och hållbarhet för att möta de högsta kraven.



Med en bred konstruktion på 108 mm under foten är Armada Declivity X 108 både stabil och responsiv i varierande snöförhållanden. Den innovativa designen ger utmärkt flyt i djupsnö medan den starka strukturen garanterar hållbarhet vid intensiv användning. En avancerad materialblandning förstärker skidan, vilket ökar hållbarheten utan att öka vikten.



Den smalare profilen och det välbalanserade spannet säkerställer smidig manövrering och gör skidan enkel att kontrollera i tekniska terränger. Med en design som både är högpresterande och nytänkande, erbjuder Armada Declivity X 108 optimal flexibilitet och precisionskontroll. Skidans lätta egenskaper innebär att du kan njuta av längre åk med mindre ansträngning.



Denna skida är speciellt skapad för den erfarna skidåkaren som söker en mix av kraft och mångsidighet. Perfekt anpassad för tuffa terränger, levererar Armada Declivity X 108 24/25 enastående prestanda och hållbarhet, och dess lättpackade konstruktion gör den till en idealisk följeslagare för alla offpist-äventyr.</p>",armada,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,191 cm,,,,,armada-declivity-x-108-2425-191,2000,shopify,73,deny,manual,9299,6509.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_072.jpg,1,"Armada Declivity X 108 24/25
 191cm - Product 164",False,"Armada Declivity X 108 24/25
 191cm - armada | Premium Alpine Skis","Buy Armada Declivity X 108 24/25
 by armada. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.",Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,armada-declivity-x-108-2425-191;184;176,armada Skis,"allmountainskidor, unisex",new,False,armada,allmountainskidor,unisex,191;184;176,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_072.jpg,kg,,,active,191 cm
